model,graphs,nodes,unique_edges,sampled_non_edges,node_feature_mse,edge_feature_mse,aa_identity_accuracy_pct,aa_identity_misclassified_pct,chain_accuracy_pct,interface_node_accuracy_pct,interface_edge_accuracy_pct,rsasa_i_mae,rsasa_i_rmse,rsasa_i_bias,drsasa_mae,drsasa_rmse,drsasa_bias,ca_dist_mae_angstrom,ca_dist_rmse_angstrom,ca_dist_bias_angstrom,edge_recall_pct,edge_precision_pct,edge_specificity_pct,sampled_edge_accuracy_pct,edge_f1_pct,checkpoint,target_id,graph_name,sample_index,hdf5_path,node_features,edge_features,true_dockq,predicted_dockq,dockq_abs_error,dockq_squared_error
gate_all_features,1,196,1000,1000,0.02256054957855168,0.5343416748046875,71.42857142857143,28.57142857142857,100.0,98.9795918367347,100.0,,,,,,,0.8266993408203125,1.0334731009516527,-0.25183035278320315,89.3,95.91836734693877,96.2,92.75,92.49093733816675,checkpoints/gate_all_features/gate_model.pt,4h5s,complex.0_0_24,34960,/scratch/ppi_autoencoder_code/processed_graph_data/4h5s.hdf5,"aa_type,chain,interface_nodes","interface_edges,ca_dist",0.014999999664723873,0.041375815868377686,0.026375816203653812,0.000695683680408927
gate_all_features,1,196,1041,1041,0.022547422844315282,0.5758347451744116,68.87755102040816,31.122448979591834,100.0,95.40816326530613,100.0,,,,,,,0.8492272163559679,1.072365395621616,-0.271305080564061,88.2804995196926,95.62955254942767,95.96541786743515,92.12295869356389,91.8081918081918,checkpoints/gate_all_features/gate_model.pt,4h5s,complex.0_0_25,35157,/scratch/ppi_autoencoder_code/processed_graph_data/4h5s.hdf5,"aa_type,chain,interface_nodes","interface_edges,ca_dist",0.024000000208616257,0.19162076711654663,0.16762076690793037,0.028096721498802726
gate_all_features,1,196,1014,1014,0.02160195826599461,0.49875178891996425,73.46938775510205,26.530612244897956,100.0,97.95918367346938,100.0,,,,,,,0.8012227015147313,0.997998946043189,-0.18293434158114522,90.43392504930966,96.93446088794926,97.14003944773175,93.78698224852072,93.57142857142856,checkpoints/gate_all_features/gate_model.pt,4h5s,complex.0_0_26,34448,/scratch/ppi_autoencoder_code/processed_graph_data/4h5s.hdf5,"aa_type,chain,interface_nodes","interface_edges,ca_dist",0.019999999552965164,0.041375815868377686,0.02137581631541252,0.00045692552315025614
gate_all_features,1,196,1017,1017,0.024064345350955547,0.49885077462435473,66.3265306122449,33.673469387755105,100.0,95.91836734693877,100.0,,,,,,,0.8137658943468842,0.9984401363694934,-0.269172300865751,89.47885939036382,96.09292502639916,96.36184857423795,92.92035398230088,92.66802443991853,checkpoints/gate_all_features/gate_model.pt,4h5s,complex.0_0_34,34645,/scratch/ppi_autoencoder_code/processed_graph_data/4h5s.hdf5,"aa_type,chain,interface_nodes","interface_edges,ca_dist",0.02199999988079071,0.12530535459518433,0.10330535471439362,0.010671996312666687
gate_all_features,1,196,1034,1034,0.02288946636532587,0.5068301527366417,69.38775510204081,30.612244897959183,100.0,99.48979591836735,100.0,,,,,,,0.8099766035836254,1.006268274084099,-0.2209513680847286,88.58800773694391,95.21829521829522,95.55125725338492,92.06963249516441,91.78356713426854,checkpoints/gate_all_features/gate_model.pt,4h5s,complex.0_0_36,34842,/scratch/ppi_autoencoder_code/processed_graph_data/4h5s.hdf5,"aa_type,chain,interface_nodes","interface_edges,ca_dist",0.014999999664723873,0.12449812889099121,0.10949812922626734,0.01198984030405234
gate_all_features,1,196,1019,1019,0.022377511344725657,0.5061577225105802,71.93877551020408,28.061224489795922,100.0,98.9795918367347,100.0,,,,,,,0.8166596147801153,1.0055857975750524,-0.21947656693238624,88.42001962708538,96.67381974248927,96.95780176643768,92.68891069676152,92.36289082521785,checkpoints/gate_all_features/gate_model.pt,4h5s,complex.0_0_40,35039,/scratch/ppi_autoencoder_code/processed_graph_data/4h5s.hdf5,"aa_type,chain,interface_nodes","interface_edges,ca_dist",0.035999998450279236,0.041375815868377686,0.00537581741809845,2.8899412912730682e-05
gate_all_features,1,196,1003,1003,0.023900957408331765,0.5174013482014893,66.83673469387756,33.16326530612245,100.0,95.40816326530613,100.0,,,,,,,0.8227453260336179,1.0169108907513118,-0.28055262922170987,89.63110667996011,96.875,97.10867397806581,93.36989032901296,93.11237700673225,checkpoints/gate_all_features/gate_model.pt,4h5s,complex.0_0_47,34452,/scratch/ppi_autoencoder_code/processed_graph_data/4h5s.hdf5,"aa_type,chain,interface_nodes","interface_edges,ca_dist",0.017999999225139618,0.19305461645126343,0.1750546172261238,0.030644119012184723
gate_all_features,1,196,1057,1057,0.022832238828981076,0.5081573457456244,71.42857142857143,28.57142857142857,100.0,97.95918367346938,100.0,,,,,,,0.8186570440922126,1.0075251475615374,-0.26521039979008987,86.9441816461684,94.25641025641026,94.70198675496688,90.82308420056765,90.45275590551182,checkpoints/gate_all_features/gate_model.pt,4h5s,complex.0_10_0,34649,/scratch/ppi_autoencoder_code/processed_graph_data/4h5s.hdf5,"aa_type,chain,interface_nodes","interface_edges,ca_dist",0.7919999957084656,0.1719837337732315,0.6200162619352341,0.3844201650641408
gate_all_features,1,196,1047,1047,0.022311990911310368,0.48921974568335125,69.89795918367348,30.102040816326525,100.0,98.9795918367347,100.0,,,,,,,0.806561343421681,0.9886597014521677,-0.23752921176389385,88.06112702960841,94.7584789311408,95.12893982808023,91.59503342884432,91.2871287128713,checkpoints/gate_all_features/gate_model.pt,4h5s,complex.0_10_16,34846,/scratch/ppi_autoencoder_code/processed_graph_data/4h5s.hdf5,"aa_type,chain,interface_nodes","interface_edges,ca_dist",0.5849999785423279,0.13546019792556763,0.44953978061676025,0.20208601435696494
gate_all_features,1,196,1048,1048,0.022979955726297976,0.5054594433034649,69.38775510204081,30.612244897959183,100.0,97.44897959183673,100.0,,,,,,,0.8244795471657324,1.0047599549789759,-0.25377116312507453,88.74045801526718,95.18935516888433,95.51526717557252,92.12786259541986,91.85185185185185,checkpoints/gate_all_features/gate_model.pt,4h5s,complex.0_10_21,35043,/scratch/ppi_autoencoder_code/processed_graph_data/4h5s.hdf5,"aa_type,chain,interface_nodes","interface_edges,ca_dist",0.7960000038146973,0.2059316486120224,0.5900683552026749,0.3481806638115901
gate_all_features,1,196,1044,1044,0.023495633438478374,0.4800344299082555,66.3265306122449,33.673469387755105,100.0,98.9795918367347,100.0,,,,,,,0.7999077574046636,0.9791383354359223,-0.22242386039646192,89.75095785440614,94.45564516129032,94.73180076628353,92.24137931034483,92.04322200392929,checkpoints/gate_all_features/gate_model.pt,4h5s,complex.0_10_22,34456,/scratch/ppi_autoencoder_code/processed_graph_data/4h5s.hdf5,"aa_type,chain,interface_nodes","interface_edges,ca_dist",0.609000027179718,0.25218331813812256,0.35681670904159546,0.1273181638512746
gate_all_features,1,196,1049,1049,0.023641733158939623,0.5119031937038251,69.38775510204081,30.612244897959183,100.0,97.95918367346938,100.0,,,,,,,0.8252526238716933,1.0113668342869422,-0.253874568739201,89.70448045757865,94.76334340382678,95.04289799809342,92.37368922783602,92.16454456415278,checkpoints/gate_all_features/gate_model.pt,4h5s,complex.0_10_36,34653,/scratch/ppi_autoencoder_code/processed_graph_data/4h5s.hdf5,"aa_type,chain,interface_nodes","interface_edges,ca_dist",0.800000011920929,0.23559540510177612,0.5644046068191528,0.3185525601986825
gate_all_features,1,196,1041,1041,0.023326420828230086,0.5266981610418168,68.36734693877551,31.63265306122449,100.0,97.95918367346938,100.0,,,,,,,0.830825556481148,1.0257736682918308,-0.2845173156914175,89.81748318924112,94.82758620689656,95.10086455331412,92.45917387127763,92.25456339417858,checkpoints/gate_all_features/gate_model.pt,4h5s,complex.0_10_7,34850,/scratch/ppi_autoencoder_code/processed_graph_data/4h5s.hdf5,"aa_type,chain,interface_nodes","interface_edges,ca_dist",0.5180000066757202,0.11407941579818726,0.40392059087753296,0.16315184373485536
gate_all_features,1,196,1039,1039,0.022647801047132276,0.5124418903016723,70.40816326530613,29.591836734693878,100.0,98.46938775510205,100.0,,,,,,,0.8217185996150145,1.0119401299291357,-0.23754105921314816,90.37536092396536,95.13677811550151,95.38017324350336,92.87776708373437,92.6949654491609,checkpoints/gate_all_features/gate_model.pt,4h5s,complex.0_11_19,35047,/scratch/ppi_autoencoder_code/processed_graph_data/4h5s.hdf5,"aa_type,chain,interface_nodes","interface_edges,ca_dist",0.621999979019165,0.21064025163650513,0.4113597273826599,0.16921682531233628
gate_all_features,1,196,1041,1041,0.023574799022780722,0.5016280732168588,67.3469387755102,32.6530612244898,100.0,99.48979591836735,100.0,,,,,,,0.8146657806308537,1.0009463300425254,-0.24647963172993215,89.04899135446685,94.78527607361963,95.10086455331412,92.0749279538905,91.82763744427935,checkpoints/gate_all_features/gate_model.pt,4h5s,complex.0_11_39,34460,/scratch/ppi_autoencoder_code/processed_graph_data/4h5s.hdf5,"aa_type,chain,interface_nodes","interface_edges,ca_dist",0.5730000138282776,0.08817160129547119,0.4848284125328064,0.2350585895990811
gate_all_features,1,196,1038,1038,0.02323015811049651,0.5013936360677084,68.36734693877551,31.63265306122449,100.0,96.93877551020408,100.0,,,,,,,0.8155936827319665,1.000860531209932,-0.2549230615987024,89.6917148362235,95.097037793667,95.37572254335261,92.53371868978806,92.31531978185423,checkpoints/gate_all_features/gate_model.pt,4h5s,complex.0_11_4,34657,/scratch/ppi_autoencoder_code/processed_graph_data/4h5s.hdf5,"aa_type,chain,interface_nodes","interface_edges,ca_dist",0.5509999990463257,0.110328808426857,0.4406711906194687,0.1941910982419801
gate_all_features,1,196,1049,1049,0.022088402940965982,0.5173638328355875,67.3469387755102,32.6530612244898,100.0,99.48979591836735,100.0,,,,,,,0.8358875780132865,1.0165979312670035,-0.27578490978200965,87.98856053384175,93.70558375634518,94.08960915157293,91.03908484270734,90.75712881022616,checkpoints/gate_all_features/gate_model.pt,4h5s,complex.0_11_7,34854,/scratch/ppi_autoencoder_code/processed_graph_data/4h5s.hdf5,"aa_type,chain,interface_nodes","interface_edges,ca_dist",0.6499999761581421,0.174167662858963,0.4758323132991791,0.2264163903796481
gate_all_features,1,196,1059,1059,0.023964515643570994,0.5419621021821884,65.81632653061224,34.183673469387756,100.0,96.93877551020408,100.0,,,,,,,0.838262714677762,1.0406146385778385,-0.2815377700992977,89.04627006610009,95.34883720930233,95.65627950897073,92.3512747875354,92.08984375000001,checkpoints/gate_all_features/gate_model.pt,4h5s,complex.0_12_11,35051,/scratch/ppi_autoencoder_code/processed_graph_data/4h5s.hdf5,"aa_type,chain,interface_nodes","interface_edges,ca_dist",0.7670000195503235,0.23644235730171204,0.5305576622486115,0.28149143297071166
gate_all_features,1,196,1042,1042,0.023772490931353453,0.5260464307671545,67.85714285714286,32.14285714285714,100.0,96.93877551020408,100.0,,,,,,,0.8332323890729967,1.0251149582891341,-0.2705343469777171,89.34740882917467,96.27714581178904,96.54510556621881,92.94625719769674,92.68292682926828,checkpoints/gate_all_features/gate_model.pt,4h5s,complex.0_12_17,34464,/scratch/ppi_autoencoder_code/processed_graph_data/4h5s.hdf5,"aa_type,chain,interface_nodes","interface_edges,ca_dist",0.6769999861717224,0.10315512120723724,0.5738448649644852,0.3292979290461082
gate_all_features,1,196,1044,1044,0.023321096883855193,0.4836374626305825,67.3469387755102,32.6530612244898,100.0,99.48979591836735,100.0,,,,,,,0.8044495564310944,0.9828181760609291,-0.23518887516182502,89.46360153256705,95.3061224489796,95.59386973180077,92.52873563218391,92.29249011857709,checkpoints/gate_all_features/gate_model.pt,4h5s,complex.0_12_22,34661,/scratch/ppi_autoencoder_code/processed_graph_data/4h5s.hdf5,"aa_type,chain,interface_nodes","interface_edges,ca_dist",0.625,0.12577250599861145,0.49922749400138855,0.24922809076690644
