model,graphs,nodes,unique_edges,sampled_non_edges,node_feature_mse,edge_feature_mse,aa_identity_accuracy_pct,aa_identity_misclassified_pct,chain_accuracy_pct,interface_node_accuracy_pct,interface_edge_accuracy_pct,rsasa_i_mae,rsasa_i_rmse,rsasa_i_bias,drsasa_mae,drsasa_rmse,drsasa_bias,ca_dist_mae_angstrom,ca_dist_rmse_angstrom,ca_dist_bias_angstrom,edge_recall_pct,edge_precision_pct,edge_specificity_pct,sampled_edge_accuracy_pct,edge_f1_pct,target_id
gat2_03_plus_voronoi_contact_area,1350,410400,2343581,2343581,0.08127157811145647,19.246384047043463,23.475877192982455,76.52412280701755,97.82724171539961,94.93762183235867,95.55505015614992,0.5443304505078649,1.0123483383640834,-0.13687485717019143,,,,1.5267767211967764,1.9096709382310462,-0.08417227809170882,5.8779278377832895,96.16200820930946,99.7654017505689,52.821664794176094,11.0786691345981,1acb
gat2_03_plus_voronoi_contact_area,1233,483336,2749819,2749819,0.07765507249374234,21.382274077251388,22.733460780906036,77.26653921909397,98.41621563467235,95.88050548686627,95.93416875801644,0.48205636525786694,0.9748399857210571,-0.07808334080167487,,,,1.5354532997359327,1.9491698345893376,-0.12929689632958435,6.945075294046626,97.25662545069362,99.80409619687696,53.374585745461786,12.964367793853945,1avx
gat2_03_plus_voronoi_contact_area,1303,465171,2640060,2640060,0.05875440906152751,23.139037163217882,27.909736419510246,72.09026358048976,99.06829961455034,97.19844960240428,96.85207911941394,0.33724843598368304,0.7148379997888843,0.0429462571464349,,,,1.7325827140551198,2.166645671972715,-0.10351877740934674,5.502602213586054,96.55511614768535,99.80367870427187,52.65314045892896,10.411841541794258,1buh
gat2_03_plus_voronoi_contact_area,1488,410688,2309478,2309478,0.08401902846116957,20.927594439315218,20.733257363253855,79.26674263674614,98.01138577216769,94.7273842917251,95.48486714313798,0.5392550687394596,1.035348835572626,-0.13585510782552634,,,,1.4563692433073283,1.8182480829455117,-0.09050228405824906,6.446694880834544,96.40875212878244,99.75985915431971,53.103277017577135,12.085267759483004,1fle
gat2_03_plus_voronoi_contact_area,1117,726050,4349423,4349423,0.0553264227176811,20.691375444608784,24.64417051167275,75.35582948832726,99.33778665381172,97.88788650919358,98.10420830533153,0.2720284700653095,0.6171129523765335,0.026487300196804543,,,,1.6215822864248315,2.075972709371446,-0.24053895290819144,9.830223457226396,94.47542867244123,99.425165131099,54.6276942941627,17.807559918475345,1gla
gat2_03_plus_voronoi_contact_area,1164,542424,3147511,3147511,0.0678098855006121,21.09825638483339,30.769471852277924,69.23052814772208,98.03585387077268,95.77562939692935,96.45853501385699,0.44661032125882805,0.8469180537457178,0.04995309775141793,,,,1.5921863529037557,1.9943580711917537,0.07029960780449093,11.124409096584571,94.67288911000313,99.374045078794,55.24922708768929,19.90939214267539,1m10
gat2_03_plus_voronoi_contact_area,1405,456625,2641744,2641744,0.07872086799622278,16.139237499214534,23.918532712838765,76.08146728716123,98.50424308787298,95.63252121543937,96.10128763422951,0.49705074319701115,0.9862521217706988,-0.06484144455016622,,,,1.3476693835801805,1.7043621347529199,-0.056313357641022736,11.688944878837617,93.9345543924972,99.2452334518409,55.46708916533925,20.79074895429182,1r0r
gat2_03_plus_voronoi_contact_area,1307,218269,1112364,1112364,0.21257566880770337,22.69809837193206,24.975145348171292,75.0248546518287,91.42571780692631,85.13577283077304,82.97661556828521,1.4377527961318324,1.9862674811200898,0.5001638065088719,,,,1.5261739035792732,1.9270457577122748,-0.08008956672746709,8.833888906868614,91.00802044936745,99.12717419837391,53.98053155262127,16.104554639780126,1r8o
gat2_03_plus_voronoi_contact_area,1389,229185,1206270,1206270,0.08126206115225093,23.22696982917036,27.991360691144706,72.0086393088553,98.62687348648473,94.04324017714947,94.43897303257148,0.5616643397521007,0.978712584358399,-0.11254279093038407,,,,1.6579198317493893,2.0732690690633273,-0.022175389938248868,4.532567335671119,96.02550142260003,99.81239689290126,52.17248211428619,8.656531624245572,1wmh
gat2_03_plus_voronoi_contact_area,1002,468936,2738316,2738316,0.06912158555940733,17.86040319807867,23.056451200163774,76.94354879983622,98.59191872664927,95.92353754030401,96.47648408730038,0.44564110263456314,0.8534736378432187,0.026683123715895925,,,,1.5015320070381817,1.9044393100104602,0.04317140774185384,10.918170145447057,95.13769116701776,99.44199281602269,55.18008148073488,19.588346868376487,1xg2
